"total_attention_score","Cause Name","Match_Type","measure_id","measure_name","location_id","location_name","sex_id","sex_name","age_id","age_name","cause_id","metric_id","metric_name","year","DALY","upper","lower"
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",846,1,"Number",2021,788341.547902794,907721.377572278,651621.631508851
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",846,1,"Number",2021,75794.7806982653,99049.7109814032,32471.3986829174
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",846,1,"Number",2021,27453.2996179682,41805.1788574458,16807.0110376053
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",846,1,"Number",2021,108290.749679738,125123.61090633,77793.7072419664
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",846,1,"Number",2021,52296.8970827651,57154.7772244345,47521.1338700387
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",846,1,"Number",2021,72894.6835982137,92012.830376494,38814.7469159956
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",846,1,"Number",2021,101270.002372168,137138.378601423,48273.7816374196
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",846,1,"Number",2021,138774.803750601,149386.124075752,128078.151306199
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",846,1,"Number",2021,115080.348795349,145110.624124802,58407.1839039883
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",846,1,"Number",2021,4576.9016702522,8733.15993797849,2968.88541380302
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",846,1,"Number",2021,27360.7327600389,38130.103461998,13528.4988114711
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",846,1,"Number",2021,14288.4986133054,19439.5259388613,5610.63517597456
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",846,1,"Number",2021,297209.1103465,350089.769855243,239643.840894963
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",846,1,"Number",2021,329591.108451405,358476.434575045,296078.933681408
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",846,1,"Number",2021,1001161.82749255,1148612.12044349,779198.265946706
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",846,1,"Number",2021,1001161.80657668,1148612.02715466,779198.248760493
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",846,1,"Number",2021,1000296.71104659,1147755.322372,778352.899620078
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",846,1,"Number",2021,77095.6911435348,102945.819432588,42522.1862122536
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",846,1,"Number",2021,998488.72971992,1146035.34662899,776485.662049219
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",846,1,"Number",2021,1000172.12291429,1147445.28032916,778534.095325437
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",846,1,"Number",2021,314637.818983156,340546.476105411,285001.06783847
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",846,1,"Number",2021,257816.632327506,332015.402413823,166495.668556961
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",846,1,"Number",2021,301580.702692718,426920.817663452,187358.011864704
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",846,1,"Number",2021,202794.950344632,222952.722121241,180781.301221681
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",846,1,"Number",2021,58603.5822371742,82881.1616863995,29460.2448448619
1102444,"Chronic lymphoid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",846,1,"Number",2021,10873.0742540342,12177.7382168335,9538.28610047478
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",509,1,"Number",2021,2534741.30876275,2795708.68759293,2307239.25277994
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",509,1,"Number",2021,64838195.546339,70563561.8656306,59582940.7612576
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",509,1,"Number",2021,3023549.47652452,3225920.74017732,2798214.91831756
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",509,1,"Number",2021,5327562.39440504,5933730.39687385,4768379.58373205
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",509,1,"Number",2021,22727337.5268002,24793577.2728722,20885631.7488691
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",509,1,"Number",2021,28009599.0922814,30942200.9631052,25404007.3980428
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",509,1,"Number",2021,30955709.7183317,33902855.1968537,28305000.1656019
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",509,1,"Number",2021,9965807.69125056,10918795.993091,9165413.86603233
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",509,1,"Number",2021,4183083.21371004,4698112.1109466,3712487.74667938
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",509,1,"Number",2021,2420803.89813051,2572968.24477577,2270966.76436083
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",509,1,"Number",2021,149624.106976682,173675.533685817,128932.578069069
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",509,1,"Number",2021,13439404.0136606,15035539.5709715,12068466.4321483
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",509,1,"Number",2021,965735.859993398,1113378.83125201,833281.283413731
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",509,1,"Number",2021,79707124.6675677,85936545.030858,73956068.8678561
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",509,1,"Number",2021,79736547.5377232,85966992.6121044,73984339.3158398
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",509,1,"Number",2021,3292186.82759293,3730966.92750034,2896662.97771767
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",509,1,"Number",2021,10390087.3520694,10970535.0931458,9620694.29291696
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",509,1,"Number",2021,79736379.9977667,85966814.3703707,73984169.8831975
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",509,1,"Number",2021,12290930.7291611,12990948.3423816,11360072.4050082
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",509,1,"Number",2021,79557843.5453995,85791803.4356982,73811116.1084099
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",509,1,"Number",2021,10197032.6504851,10811522.7989798,9399334.69483666
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",509,1,"Number",2021,79722501.6556784,85950691.2437419,73969807.2786291
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",509,1,"Number",2021,26679162.3148233,29735634.1359355,23958688.0286384
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",509,1,"Number",2021,30108727.0977893,34468585.9675897,26265044.6816578
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",509,1,"Number",2021,3753745.78905038,3991871.29913184,3428708.38185722
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",509,1,"Number",2021,6693611.03195402,7482882.3413909,6035071.60622989
53621575,"Chronic obstructive pulmonary disease","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",509,1,"Number",2021,254203.63012806,272080.521710567,232832.121032333
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",524,1,"Number",2021,102487.367549981,146556.401882086,67121.7567452504
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",524,1,"Number",2021,1937294.37340263,2208458.95915637,1672183.52794881
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",524,1,"Number",2021,4007359.02695128,4939115.44600967,3111843.85805186
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",524,1,"Number",2021,1361037.39924538,1547546.4337041,1173162.75012762
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",524,1,"Number",2021,1181589.46375688,1531681.90800017,919159.402253094
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",524,1,"Number",2021,7758572.2729943,9008751.94222031,6562220.33143164
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",524,1,"Number",2021,1714878.89615992,1946775.30018872,1482694.26764111
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",524,1,"Number",2021,11133275.4623629,13281642.5971631,9432798.42321207
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",524,1,"Number",2021,1656005.24363986,2089556.50753566,1273300.6572291
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",524,1,"Number",2021,1056455.9417625,1430175.93476161,740271.716787231
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",524,1,"Number",2021,1671043.05492691,2166283.99111418,1333010.42592462
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",524,1,"Number",2021,36359.1655832749,41390.5533820985,31181.4869249763
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",524,1,"Number",2021,3359684.7682643,4286402.03248288,2460915.12147487
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",524,1,"Number",2021,11133269.9139406,13281636.1189673,9432794.33181481
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",524,1,"Number",2021,8854.21522193214,13943.1738029959,4894.80428209466
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",524,1,"Number",2021,279144.781636639,377241.50332274,189050.800017183
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",524,1,"Number",2021,2103403.68108855,2380817.82593102,1843734.95938235
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",524,1,"Number",2021,1000308.12097138,1344125.55305922,706221.211160426
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",524,1,"Number",2021,11125174.8857311,13272952.3707521,9425516.55004458
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",524,1,"Number",2021,2453236.50791492,2755390.00956926,2166312.2674112
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",524,1,"Number",2021,2951301.76183304,3702618.61116049,2188350.17159441
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",524,1,"Number",2021,1711265.34380257,1940399.98970183,1490453.87814659
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",524,1,"Number",2021,11129971.64889,13278288.6807111,9429458.85628044
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",524,1,"Number",2021,985832.741142854,1130579.790466,831424.044132608
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",524,1,"Number",2021,11086322.0303951,13223113.8107736,9392284.13851363
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",524,1,"Number",2021,1059425.33856352,1373741.80659728,805200.151293935
46192,"Cirrhosis due to alcohol","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",524,1,"Number",2021,3307879.33707519,3844923.39553195,2867930.38935437
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",441,1,"Number",2021,2722618.82336058,2881653.58659112,2556113.73086903
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",441,1,"Number",2021,19162492.651117,20765040.9044238,17437284.5820773
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",441,1,"Number",2021,1343042.1849626,1522879.46295705,1179375.29544593
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",441,1,"Number",2021,1655008.942002,1767707.17736993,1537746.31710055
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",441,1,"Number",2021,901644.93433964,1014005.06825,799642.286149141
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",441,1,"Number",2021,996629.216559025,1155075.3807565,879076.198495953
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",441,1,"Number",2021,7120502.065105,7920507.32050178,6308564.17630086
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",441,1,"Number",2021,1012651.59673494,1154502.81250287,886198.883537641
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",441,1,"Number",2021,24371694.6567545,26130656.3431124,22661005.9858166
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",441,1,"Number",2021,24348515.9458827,26103475.9784508,22639642.7396349
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",441,1,"Number",2021,2149632.1349749,2436077.68955973,1853768.83680485
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",441,1,"Number",2021,75022.885891036,95695.8221020831,58870.4450765311
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",441,1,"Number",2021,247685.437190281,288518.792396609,204885.864238811
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",441,1,"Number",2021,1908668.13793227,2155055.23628755,1711982.00530543
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",441,1,"Number",2021,7889261.66658849,8292633.13289531,7280176.82796961
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",441,1,"Number",2021,6778234.79273297,7154029.75135753,6219571.15529076
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",441,1,"Number",2021,6705748.75166095,7070831.33099327,6179255.70431721
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",441,1,"Number",2021,7079677.98677301,7847047.95147265,6397925.01139702
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",441,1,"Number",2021,24371652.7425369,26130605.1553484,22660963.8936822
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",441,1,"Number",2021,24142601.9290516,25873921.8930121,22437780.0740925
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",441,1,"Number",2021,2564120.91887594,2815223.9954309,2333600.66331206
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",441,1,"Number",2021,174722.702574397,190002.746014989,156157.560511479
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",441,1,"Number",2021,3434229.77163389,3758455.45866703,3184133.88825521
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",441,1,"Number",2021,24358308.8326354,26115410.1161688,22647974.5012959
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",441,1,"Number",2021,3372443.8189557,3585901.84243952,3098565.00805409
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",441,1,"Number",2021,9327288.67064345,10847509.2940648,7935653.25445508
230536,"Colon and rectum cancer","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",441,1,"Number",2021,2711169.28487249,2988347.18054,2407589.19849712
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",579,1,"Number",2021,1537399.2819815,2392046.88264483,835629.999704331
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",579,1,"Number",2021,2662297.12203439,4131709.26399585,1447905.31801439
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",579,1,"Number",2021,217762.720775407,341357.590084531,117858.844786559
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",579,1,"Number",2021,382625.553862696,599998.288677125,208700.77188436
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",579,1,"Number",2021,1300568.0730259,2040435.52444015,712438.735574928
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",579,1,"Number",2021,1067990.36857093,1660452.04383669,583287.586514709
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",579,1,"Number",2021,1121869.41945792,1756001.51110461,616804.335906488
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",579,1,"Number",2021,1419541.70913083,2209637.18867221,773589.373913527
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",579,1,"Number",2021,420998.95611019,654736.548097847,228280.823118564
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",579,1,"Number",2021,4998812.74243864,7793911.27147254,2713067.14946164
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",579,1,"Number",2021,4997132.5859001,7791266.27481444,2712154.23856418
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",579,1,"Number",2021,435438.674678265,672507.054398743,239034.433657569
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",579,1,"Number",2021,28087.8052821404,44093.587724457,15544.0774774291
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",579,1,"Number",2021,395435.392320319,616435.955952188,216182.236089458
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",579,1,"Number",2021,1293847.11243788,2018106.433557,690504.681521071
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",579,1,"Number",2021,699034.618133217,1093101.54527883,384913.341571724
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",579,1,"Number",2021,532249.312131198,829795.610905989,293298.124303049
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",579,1,"Number",2021,497182.369677769,775685.894216417,272909.838370527
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",579,1,"Number",2021,584891.34028565,916309.191656731,315436.2624668
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",579,1,"Number",2021,4998800.77103602,7793891.94647968,2713060.65070013
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",579,1,"Number",2021,4989750.99772894,7779557.55497079,2708251.72794961
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",579,1,"Number",2021,15273.7919227273,23795.8058201284,8366.65502876257
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",579,1,"Number",2021,1429206.95477346,2232243.26021129,762776.154439184
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",579,1,"Number",2021,1993707.58219101,3102586.68586337,1075031.60621471
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",579,1,"Number",2021,4997871.36205934,7792419.7529779,2712564.27801452
32056,"Conduct disorder","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",579,1,"Number",2021,213367.371090949,335676.985420032,117393.917546112
