"MAPPED_TRAIT_URI","n","weighted_n","nhits","weighted_nhits","weighted_attention_score_impact_factor","DISEASE_TRAIT","GBD term","EFO_number","Match_Type","GBD_TERM_NAME","MAPPED_TRAIT_NAME","GBD_TRAIT_URI","ATTENTION_TRAIT_URI","measure_id","measure_name","location_id","location_name","sex_id","sex_name","age_id","age_name","cause_id","metric_id","metric_name","year","DALY","upper","lower"
"efo0003035",20,0.128569952355119,0,0,2.92482058436023,"Cellulitis and abscess of fingers/toes (PheCode 681.1)","Cellulitis","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",656,1,"Number",2019,551446.011413981,660369.442526091,377644.488861219
"efo0003095",36,23.4871980676328,318,183.15,256.012101449275,"Nonalcoholic fatty liver disease","Nonalcoholic fatty liver disease including cirrhosis","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",971,1,"Number",2019,3621471.92109838,4862918.36093757,2585375.27412407
"efo0003103",16,0.627160913685142,0,0,6.92269084366056,"Urinary tract infection","Urinary tract infections and interstitial nephritis","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",595,1,"Number",2019,5201671.57838742,5704835.66200524,4454036.54644017
"efo0003756",36,14.4399350649351,1275,455.178787878788,169.971785714286,"Autism spectrum disorder","Autism spectrum disorders","EFO 2","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",575,1,"Number",2019,4306615.38048149,6232360.46799481,2821511.91155478
"efo0003767",47,13.0658787460091,700,227.141176470588,477.316735805519,"Inflammatory bowel disease","Inflammatory bowel disease","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",532,1,"Number",2019,1622498.4291478,1915042.45130637,1356295.86461141
"efo0003832",9,0.0210274721662424,0,0,0.59816550783453,"ICD10 K82: Other diseases of gallbladder","Gallbladder and biliary diseases","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",534,1,"Number",2019,6352737.71885092,8250379.33126615,4874475.0899847
"efo0003884",75,26.6366565916279,260,127.078349944629,268.395965084189,"Chronic kidney disease","Chronic kidney disease","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",589,1,"Number",2019,41538592.3399057,45037864.8884928,38291808.9495653
"efo0003888",87,45.128823953824,1916,754.733838383838,496.728452380952,"Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction)","Attention-deficit/hyperactivity disorder","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",578,1,"Number",2019,1030485.19358691,1738824.63323089,584728.539786025
"efo0003890",16,11.0131386427169,34,32.0093023255814,44.0236701956819,"Drug abuse","Drug use disorders","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",561,1,"Number",2019,18115610.0146239,22032456.3872108,14322273.4575792
"efo0003894",9,6.0473869126043,137,129.363636363636,71.9343083003953,"acne vulgaris","Acne vulgaris","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",661,1,"Number",2019,4955197.67066799,7853723.69419878,2978062.72473742
"efo0003948",33,3.73244300139537,321,91.3577871740662,51.8967708348812,"ICD10 K21: Gastro-esophageal reflux disease","Gastroesophageal reflux disease","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",536,1,"Number",2019,6028427.87717878,10815633.8850043,3103987.90308353
"efo0003966",37,0.220341911293182,37,6.16666666666667,4.07194256463647,"Ocular disease","Disorders of the globe","EFO 2","Identifier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"efo0004192",4,4,43,43,93.1,"Alopecia areata","Alopecia areata","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",662,1,"Number",2019,600570.370926442,891060.981609905,378239.380404462
"efo0004193",21,11.6730889457232,600,353,171.179207161125,"Basal cell carcinoma","Non-melanoma skin cancer (basal-cell carcinoma)","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",850,1,"Number",2019,148.279993488308,286.647670902348,66.1500044863954
"efo0004216",6,3.5,73,48,35.4,"Conduct disorder (maternal expressed emotions interaction)","Conduct disorder","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",579,1,"Number",2019,4872139.6781364,7621195.16066374,2735750.14727667
"efo0004238",42,15.2015197659172,237,118.197962164919,112.405093321454,"Hearing impairment","Age-related and other hearing loss","EFO 2","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",674,1,"Number",2019,40235304.5753673,57131938.8051891,27393193.2062662
"efo0004239",11,4.58073089700997,29,25.5093023255814,44.336511627907,"Chronic hepatitis B infection","Chronic hepatitis B including cirrhosis","EFO 2","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",522,1,"Number",2019,10786754.6574969,12715661.8514074,8991169.93556992
"efo0004244",18,6.75636433879248,65,49.9083056478405,132.039837566978,"Subpleural-predominant interstitial lung abnormalities","Interstitial lung disease and pulmonary sarcoidosis","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",516,1,"Number",2019,3770894.16759295,4468319.04339798,2864233.84957278
"efo0004265",21,8.05692137320044,240,111.617940199336,88.5031782945736,"Type 2 diabetes or peripheral artery disease (MTAG)","Lower extremity peripheral arterial disease","EFO 3","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",502,1,"Number",2019,1536380.7109631,2370813.30178243,1006769.56833345
"efo0004274",54,21.2681277523329,264,216.334302891117,429.52826120563,"Gout vs. Hyperuricemia","Gout","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",632,1,"Number",2019,1673973.37355481,2393469.24435307,1068061.11069442
"efo0004352",47,18.5210111317254,416,242.291666666667,176.44508812616,"Breast cancer specific mortality in breast cancer","All causes","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",294,1,"Number",2019,2538020070.65181,2810205654.82196,2285262550.96444
"efo0004616",43,12.1444133120969,252,92.35,265.759813577605,"Knee osteoarthritis","Osteoarthritis knee","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",1015,1,"Number",2019,11534019.6042947,23489983.1644809,5719115.22831964
"efo0004992",11,6.08719806763285,33,32.0833333333333,31.9504347826087,"Otitis media","Otitis media","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",329,1,"Number",2019,463680.972864544,747546.871710881,276795.10552964
"efo0005045",2,1.05555555555556,1,1,30.9166666666667,"Multiple traits (pleiotropy)","Visceral leishmaniasis","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",348,1,"Number",2019,403504.264788272,1316716.44958477,128060.42898679
"efo0005046",1,1,14,14,11.8,"Cutaneous leishmaniasis","Cutaneous and mucocutaneous leishmaniasis","EFO 6","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",349,1,"Number",2019,293198.965983227,436590.070831913,188279.811210929
"efo0005203",5,2.5,49,24.5,14.85,"Anorexia nervosa","Eating disorders","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",572,1,"Number",2019,2912577.88466888,4347287.5148822,1833957.37796023
"efo0005204",1,0.5,23,11.5,2.75,"Bulimia nervosa","Bulimia nervosa","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",574,1,"Number",2019,2067388.28450482,3203774.66790202,1194151.6885211
"efo0005207",7,3.33333333333333,39,15.1666666666667,41.3833333333333,"Obstructive heart defect","Congenital heart anomalies","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",643,1,"Number",2019,18693016.0372103,22646133.1170336,15173046.8273289
"efo0005531",9,3.345846798443,33,22.0232558139535,27.7511152084696,"ICD10 L50: Urticaria","Urticaria","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",664,1,"Number",2019,3898838.55596029,5584365.55219801,2554225.42955244
"efo0005549",2,0.00930232558139535,0,0,0.286511627906977,"Diphtheria","Diphtheria","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",338,1,"Number",2019,366129.857923054,523587.366675525,243672.89905259
"efo0005570",8,1.8692242114237,39,12.7333333333333,48.9187723785166,"Oral cavity cancer","Lip and oral cavity cancer","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",444,1,"Number",2019,5506651.71544533,6033424.29206928,5004325.42636415
"efo0005577",3,0.509302325581395,4,2,2.28651162790698,"Oropharyngeal or hypopharyngeal squamous cell carcinoma","Other pharynx cancer","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",450,1,"Number",2019,3234593.09957357,3571833.3772915,2904981.32360596
"efo0005669",18,4.81121453974242,10,4.51860465116279,43.5214737562366,"Intracerebral hemorrhage","Intracerebral hemorrhage","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",496,1,"Number",2019,68572498.3727107,73681972.6949154,63272310.4099246
"efo0005741",12,0.753707210728334,0,0,8.75900097245516,"Other and unspecified infectious diseases (Union B99)","Other unspecified infectious diseases","EFO 2","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",408,1,"Number",2019,5083468.30397457,6289051.91057235,3819591.96498391
"efo0005952",16,1.21080374178657,31,3.89285714285714,13.253210240618,"ICD10 C85.7: Other specified types of non-Hodgkin lymphoma","Non-Hodgkin lymphoma","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",485,1,"Number",2019,6991328.64048203,7450470.58563332,6570140.73475893
"efo0006510",15,5.11318358039433,40,25.5093023255814,47.5438994549532,"Response to tofacitinib treatment in rheumatoid arthritis (herpes zoster)(time to event)","Varicella and herpes zoster","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",342,1,"Number",2019,949523.135472669,1131353.55460199,809337.775695154
"efo0006788",25,7.7718101733447,45,27.8333333333333,133.7531543052,"Anxiety disorders","Anxiety disorders","EFO 2","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",571,1,"Number",2019,28676050.4482648,39315123.1728149,19858079.2187395
"efo0006789",3,1.0093023255814,2,1.0046511627907,31.086511627907,"Enteric fever","Typhoid fever","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",319,1,"Number",2019,8053345.74831518,13925252.2663852,3864905.47172104
"efo0007067",3,0.00703440796608498,0,0,0.161441881100266,"Decubitus ulcer (Union L89)","Decubitus ulcer","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",665,1,"Number",2019,481422.761757779,583429.144045587,374333.939848241
"efo0007149",27,5.40982876343374,26,24.1428571428571,40.6143634257369,"ICD10 K35: Acute appendicitis","Appendicitis","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",529,1,"Number",2019,1501491.98525493,1705755.90626993,1236231.9686603
"efo0007338",6,6,8,8,169.8,"Lassa fever susceptibility","Lassa fever","EFO 1","Identifier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"efo0008546",32,0.0327934072179596,0,0,1.86414322250639,"Toxic effect of venom (PheCode 913)","Poisonings","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",700,1,"Number",2019,4011383.51635792,4549850.60548452,3404290.2992088
"efo0008560",8,0.507075873827792,2,1,15.8150383631714,"Endometriosis-associated infertility","Female infertility","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",606,1,"Number",2019,659207.254807453,1571489.83592597,221680.335810921
"efo0009117",1,0.00127877237851662,0,0,0.039386189258312,"Bacterial pneumonia (PheCode 480.1)","Typhus fever","EFO 1","Identifier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"efo0009259",1,0.00127877237851662,0,0,0.039386189258312,"Cancer code, self-reported: skin cancer (UKB data field 20001_1003)","Non-melanoma skin cancer","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",462,1,"Number",2019,1183232.80252239,1264545.04110444,1085365.44072724
"efo0009449",3,0.00703440796608498,0,0,0.161441881100266,"ICD10 H16: Keratitis","Keratitis, corneal opacity and other disorders of cornea, disorders of conjunctiva, inflammation of eyelids, other disorders of eyelids, disorders of the lacrimal system, disorders of the orbit, disorders of optic nerve and visual pathways","EFO 1","Identifier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"efo0009550",5,0.0386162106476319,0,0,0.200828070358578,"ICD10 G44: Other headache syndromes","Headache disorders","EFO 2","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",972,1,"Number",2019,46619354.7797478,100161725.599162,9772903.22292643
"efo0009609",3,0.509302325581395,4,2,3.68651162790698,"Myocarditis","Myocarditis","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",942,1,"Number",2019,977237.69350412,1126803.53273095,803761.947990802
"efo0009690",24,0.0499430885498895,0,0,1.43129815454774,"ICD10 N39: Other disorders of urinary system","Urinary diseases and male infertility","EFO 6","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",594,1,"Number",2019,9338090.98326472,10865752.3533519,7985131.47430724
"efo0009691",8,0.0121779146441185,0,0,0.451262852967274,"ICD10 H81: Disorders of vestibular function","Vertiginous syndromes and other disorders of vestibular system","EFO 2","Identifier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"efo0010445",6,2,10,3.33333333333333,5,"Cocaine use disorder","Cocaine use disorders","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",563,1,"Number",2019,1153241.29623006,1431180.00297214,933471.626108784
"efo0010702",19,16.6,108,72.8,271.04,"Opioid use disorder (MTAG)","Opioid use disorders","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",562,1,"Number",2019,12927040.8097371,16220239.6337506,10001413.090499
"efo0600095",4,3.5,25,22,14.7,"Primary dental caries (decayed and filled teeth)","Caries of deciduous teeth","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",681,1,"Number",2019,199511.740548065,425797.48240948,86884.0003534875
"efo0600096",1,0.5,6,3,0,"Permanent dental caries (decayed and filled teeth)","Caries of permanent teeth","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",682,1,"Number",2019,2000016.67428206,3876591.62362073,915038.726448566
"efo1000657",13,1.39485765320621,46,7.85,14.0954316509212,"Survival in rectal cancer","Colon and rectum cancer","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",441,1,"Number",2019,24284087.2199837,25723220.9109885,22614919.7066642
"efo1000764",3,1.00193236714976,12,12,6.62521739130435,"Seborrheic dermatitis","Seborrhoeic dermatitis","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",979,1,"Number",2019,307769.789197935,489314.822509703,175925.714446543
"efo1000786",31,6.0963658322354,216,74.4,200.830036231884,"Osteoarthritis of the hip or knee (with total joint replacement)","Osteoarthritis hip","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",1014,1,"Number",2019,1036169.88692502,2134872.17603257,489379.768255393
"efo1000787",4,0.575,5,1,25.5875,"Spine osteoarthritis","Osteoarthritis other","EFO 3","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",1017,1,"Number",2019,1923840.43599122,4009077.48420278,939407.383818523
"efo1000789",15,7.125,51,43.125,215.1625,"Osteoarthritis of the hand","Osteoarthritis hand","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",1016,1,"Number",2019,4454935.37849468,9234184.47410054,2198423.18525671
"efo1000802",5,3.66666666666667,20,18,63.9333333333333,"Alcohol dependence or chronic alcoholic pancreatitis or alcohol-related liver cirrhosis","Cirrhosis due to alcohol","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",524,1,"Number",2019,11186601.4890506,13125597.6339624,9447032.50747562
"efo1001161",5,5,23,23,93.2,"Rheumatic heart disease","Rheumatic heart disease","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",492,1,"Number",2019,10673881.6290594,12121608.4193692,9207379.35322866
"efo1001322",4,0.00386473429951691,0,0,0.250434782608696,"ICD10 W44: Foreign body entering into or through eye or natural orifice causing accidental injury","Foreign body in eyes","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",714,1,"Number",2019,590353.420274472,1032634.72622097,312348.165901648
"efo1001491",6,0.0131670598809123,0,0,0.536946410515672,"Abortion","Maternal abortion and miscarriage","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",995,1,"Number",2019,1130038.20932383,1338397.23991379,947674.985902753
"efo1002025",4,0.00386473429951691,0,0,0.250434782608696,"Measles morbillivirus","Measles","EFO 1","Identifier",NA,NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",341,1,"Number",2019,7025615.66081292,15376221.3054613,2527078.24880237
NA,1,1,12,12,5.6,NA,"Chagas disease",NA,"Partial","chagas disease","adverse response to benznidazole in chagas disease","mondo0001444","efo0600031",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",346,1,"Number",2019,275377.435191302,459354.089352924,184453.273886428
NA,1,1,4,4,30.8,NA,"Dengue",NA,"Partial","dengue","dengue shock syndrome","efo0005547","efo0004227",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",357,1,"Number",2019,2383375.05215987,3272742.88284767,827646.509361559
NA,2,0.00930232558139535,0,0,0.286511627906977,NA,"Acute hepatitis A",NA,"Partial","acute hepatitis a","acute hepatitis a infection","nomed25102003","efo0007305",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",401,1,"Number",2019,2347361.95901805,3094377.95412979,1698976.99135261
NA,16,5.07060616061655,51,21.4919712070875,152.390985536464,NA,"Esophageal cancer",NA,"Partial","esophageal cancer","esophageal cancer","doid5041","efo0002916",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",411,1,"Number",2019,11666016.557839,12938948.9053405,10378747.054592
NA,10,2.0843137254902,123,30.6578431372549,8.42092156862745,NA,"Ovarian cancer",NA,"Partial","ovarian cancer","progression free survival in epithelial ovarian cancer treated with carboplatin and paclitaxel","ordo213500","go0097328",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",465,1,"Number",2019,5359736.70004545,5954992.53690328,4692948.70938222
NA,13,6.05642227905655,57,41.8,158.659207161125,NA,"Testicular cancer",NA,"Partial","testicular cancer","testicular cancer","mondo0005447","efo0005088",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",468,1,"Number",2019,562188.2115419,627983.894654808,510773.174400886
NA,2,0.00930232558139535,0,0,0.286511627906977,NA,"Acute hepatitis",NA,"Partial","acute hepatitis","acute hepatitis a infection","hp0200119","efo0007305",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",400,1,"Number",2019,4346003.5367124,5215822.55331275,3565046.3016035
NA,2,2,9,9,17.6,NA,"Encephalitis",NA,"Partial","encephalitis","antinmethyldaspartate receptor encephalitis","ncitc26760","mondo0021081",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",337,1,"Number",2019,4797406.80521186,6418088.33035086,4059493.18121197
NA,4,0.00386473429951691,0,0,0.250434782608696,NA,"Pertussis",NA,"Partial","pertussis","whooping cough pertussis genebased burden","mondo0005077","efo0000650",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",339,1,"Number",2019,10192027.0175304,18481643.3294774,4736515.29430986
NA,1,0.2,1,0.2,1.76,NA,"Tetanus",NA,"Partial","tetanus","tetanus toxoid igg concentrations post childhood immunization","efo0005593","efo0010085",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",340,1,"Number",2019,2316381.06593896,3279408.20432547,1770001.70093131
NA,1,0.25,3,0.75,3.325,NA,"Ischemic heart disease",NA,"Partial","ischemic heart disease","ischemic heart disease in rheumatoid arthritis","ncitc50625","efo0001425",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",493,1,"Number",2019,182030144.310385,193504630.424097,170206778.293873
NA,2,1.5,1,1,4.9,NA,"Down syndrome",NA,"Partial","down syndrome","atrioventricular septal defects in down syndrome","efo0001064","hp0006695",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",645,1,"Number",2019,1783569.7712246,2747159.76638974,1374186.63522252
NA,25,0.0269678886047173,0,0,1.35621483375959,NA,"Self-harm",NA,"Partial","selfharm","actions taken following selfharm see anyone from psychiatric or mental health services including liaison services ukb data field 205541","ncitc118206","efo0000727",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",718,1,"Number",2019,34123584.3363476,37498986.2388578,30800471.9220888
NA,4,1.00383631713555,2,2,20.4181585677749,NA,"Chronic myeloid leukemia",NA,"Partial","chronic myeloid leukemia","chronic myeloid leukemia","doid8552","efo0000339",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",848,1,"Number",2019,1049658.57006069,1193460.09827341,924420.347479258
NA,5,0.00896677511584344,0,0,0.286659272404614,NA,"Paralytic ileus and intestinal obstruction",NA,"Partial","paralytic ileus and intestinal obstruction","icd10 k56 paralytic ileus and intestinal obstruction without hernia","hp0002590","hp0004796",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",530,1,"Number",2019,7083933.99740496,8253784.65885962,5648476.2130035
NA,6,0.00579710144927536,0,0,0.375652173913043,NA,"Falls",NA,"Partial","falls","icd10 r296 repeated falls","hp0002527","hp0100022",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",697,1,"Number",2019,39362279.4915962,47508926.6351343,32511058.4612865
NA,1,0.5,7,3.5,2.45,NA,"Pyoderma",NA,"Partial","pyoderma","pyoderma gangrenosum in inflammatory bowel disease","mondo0002922","efo0006835",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",657,1,"Number",2019,1645816.59207319,2008094.98105311,1245783.54449982
NA,2,0.5,6,1.66666666666667,3.75,NA,"Lymphatic filariasis",NA,"Partial","lymphatic filariasis","lymphatic filariasis with lymphedema","ordo2035","mondo0019297",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",354,1,"Number",2019,1628649.41181459,2713762.30921683,958867.549490735
NA,5,1.04973970000382,6,5.03846153846154,5.18955959116057,NA,"Trachoma",NA,"Partial","trachoma","seropositivity for chlamydia trachomatis peptide agilent239721","omit0014981","efo0009330",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",356,1,"Number",2019,180510.276045468,273573.016964486,114104.262351612
NA,1,0.333333333333333,2,0.666666666666667,1.96666666666667,NA,"Male infertility",NA,"Partial","male infertility","male infertility sertoli cellonly","efo0004248","efo1001422",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",598,1,"Number",2019,321829.088546756,771411.220862157,120614.853416097
NA,7,6.33333333333333,11,6.33333333333333,90.7333333333333,NA,"Atopic dermatitis",NA,"Partial","atopic dermatitis","allergic march atopic dermatitis to allergic rhinitis","hp0001047","efo0007755",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",977,1,"Number",2019,7480085.12280722,12581232.0914635,3986820.73178027
NA,6,0.017615505925997,11,0.0511627906976744,0.487339698265555,NA,"Genital prolapse",NA,"Partial","genital prolapse","icd10 n81 female genital prolapse","go011827","efo1001864",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",608,1,"Number",2019,441769.506729621,763521.385045139,245435.0469735
NA,2,0.00638081319484315,0,0,0.0756106790542304,NA,"Neoplasms",NA,"Partial","neoplasms","other benign neoplasms of uterus union d26","omit0010397","efo0003859",2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",410,1,"Number",2019,251390451.288907,265705265.57544,235746621.227208
